codtipovia,codvia,codviacatastro,nomoficial,traducnooficial
C/,43050,1231,LUIS OLIAG,LUIS OLIAG
C/,43170,1235,LUSITANS,LUSITANOS
C/,51990,2359,ROVELLA,ROBELLA
C/,4320,127,ALQUERIA DE RIC�S,ALQUERIA DE RICOS
C/,43230,2561,LUZ CASANOVA,LUZ CASANOVA
C/,43320,1239,PLA DEL REAL,LLANO DEL REAL
C/,43380,1241,PLA DE LA SA�DIA,LLANO DE LA ZAIDIA
C/,43470,1244,LLIMERA,null
C/,43590,1249,MACASTRE,MACASTRE
C/,43620,1250,FUSTA,MADERAS
C/,43680,1252,MARE TERESA JORNET,MADRE TERESA JORNET
C/,43740,1254,MAESTRAT,MAESTRAZGO
C/,44010,1261,MESTRE CLAV�,MAESTRO CLAVE
C/,44160,1266,MESTRE PALAU,MAESTRO PALAU
C/,44190,1267,MAESTRO PLASENCIA,MESTRE PLASENCIA
C/,44250,1269,MESTRE VALLS,MAESTRO VALLS
C/,44280,1270,MAGALLANES,MAGALLANES
C/,44520,1278,MALUQUER,MALUQUER
C/,44700,1285,MANTES,MANTAS
AV,44850,2526,MANUEL DE FALLA,MANUEL DE FALLA
C/,45030,1293,MA�ANERA,MANZANERA
C/,4530,134,ALQUERIA DE SERRA,ALQUERIA DE SERRA
C/,45330,1301,MARE VELLA,MARE VELLA
PL,45360,2294,MARGARITA VALLDAURA,MARGARITA VALLDAURA
AV,45420,1303,MARIA CRISTINA,MARIA CRISTINA
C/,45450,2524,MARIA JORD�N,MARIA JORDAN
C/,45480,1304,MARIA LL�CER,MARIA LLACER
PL,45570,1306,MARI� BENLLIURE,MARIANO BENLLIURE
C/,45690,1313,MARINES,MARINES
C/,45750,1314,MAR� ALBESA,MARINO ALBESA
PL,45990,1318,MARQU�S DE BUSIANOS,MARQUES DE BUSIANOS
C/,46080,1321,MARQU�S DE DOSAIG�ES,MARQUES DE DOS AGUAS
C/,46110,1322,MARQU�S D'ELX,MARQUES DE ELCHE
PL,46140,3251,PORTA DE LA MAR,PORTA DE LA MAR
C/,46170,1324,MARQU�S DE GUADALEST,MARQUES DE GUADALEST
AV,46290,1328,MARQU�S DE SOTELO,MARQUES DE SOTELO
GV,46320,1329,MARQU�S DEL T�RIA,MARQUES DEL TURIA
C/,46530,1335,MART� GRAJALES,MARTI GRAJALES
C/,46560,1339,MART� L'HUM�,MARTIN EL HUMANO
C/,46620,1336,MART�NEZ ALOY,MARTINEZ ALOY
PL,46800,1343,LLOTGETA,LLOTGETA
C/,46830,1344,MARV�,MARVA
C/,46890,1345,MASSALAV�S,MASALAVES
C/,46950,1347,MASSAMAGRELL,MASSAMAGRELL
C/,46980,1348,MASSANASSA,MASSANASSA
C/,47010,1350,MASCARAT,MASCARAT
C/,4710,142,ALQUERIES DE MOSS�N POVO,ALQUERIAS DE MOSSEN POVO
C/,47160,2547,PAL,MASTIL
C/,47430,1361,MAJOR DE NATZARET,MAYOR DE NAZARET
C/,47460,2301,METGE BALMIS,MEDICO BALMIS
C/,47520,1364,MEDINES,MEDINES
CAMI,47640,1367,MELIANA,MELIANA
AV,47760,2401,MEN�NDEZ PIDAL,MENENDEZ PIDAL
C/,47790,1372,MENORCA,MENORCA
PL,47880,1374,MERCAT NOU,MERCADO NUEVO
PL,47910,1375,MERC�,MERCED
C/,47970,2546,MESSANA,MESANA
C/,48030,1378,HOSTAL DE TEROL,MESON DE TERUEL
C/,48120,1383,MISSER MASC�,MICER MASCO
C/,48360,1389,MIRACLE,MILAGRO
C/,48420,1391,MILLARS (RIU),MILLARES (R�O)
C/,48450,2594,MINADOR,MINADOR
C/,48510,1393,MINIATURISTA CRESP�,MINIATURISTA CRESPI
C/,48540,1394,MINIATURISTA MESSEGUER,MINIATURISTA MESEGUER
C/,48570,2355,MINISTRE LLU�S MAYANS,MINISTRO LUIS MAYANS
C/,48690,2318,MIRAMBELL,MIRAMBELL
C/,48900,1402,MOIXENT,MOGENTE
CTRA,48960,1420,MOL� DE PALA,MOLI DE PALA
C/,49050,1406,MOLINA DE SEGURA,MOLINA DEL SEGURA
C/,49080,3262,FUENCALIENTE,FUENCALIENTE
C/,4920,150,ALTURA,ALTURA
PL,49470,3141,ESCOLANIA DE LA MARE DE D�U DELS DESAMPARATS,ESCOLANIA DE LA MARE DE DEU DELS DESAMPARATS
C/,49530,1424,MONCAYO,MONCAYO
C/,49560,1425,MONCOFA,MONCOFAR
C/,49620,2262,MONESTIR DE POBLET,MONESTIR DE POBLET
C/,49740,1429,MONGES,MONJAS
C/,49830,1432,MON�VER,MONOVAR
C/,49950,1435,MONTAVERNER,MONTABERNER
C/,49980,1436,MONTANT,MONTAN
C/,50010,1437,MONTANEJOS,MONTANEJOS
C/,50220,1446,MONTROI,MONTROY
C/,50370,1449,MORAT�N,MORATIN
C/,50400,1451,MORELLA,MORELLA
C/,50520,1455,MORO ZEID,MORO ZEIT
C/,50550,2449,MOSS�N CUENCA,MOSSEN CUENCA
C/,50610,1457,MOSS�N FEMADES,MOSSEN FEMADES
C/,50700,2744,MOSSEN JORDI,MOSSEN JORDI
PL,50730,1460,MOSS�N MIL�,MOSSEN MILA
PL,50790,1461,MOSS�N SORELL,MOSSEN SORELL
C/,50880,2596,MOTONAU,MOTONAVE
C/,50910,1463,VICENT ALBERO MASI�,DON VICENTE ALBERO MASIA
C/,5100,154,AMADEU DE SAVOIA,AMADEO DE SABOYA
C/,51120,1471,MU�OZ DEGRAIN,MU�OZ DEGRAIN
PL,51180,1473,M�RCIA,MURCIA
C/,51210,1474,MURILLO,MURILLO
C/,51240,2454,MURLA,MURLA
C/,5130,155,AMAD�S DE GAULA,AMADIS DE GAULA
C/,51300,1476,MURTA,MURTA
C/,51660,2533,M�SIC HIP�LIT MART�NEZ,MUSICO HIPOLITO MARTINEZ
C/,51690,1482,M�SIC JOSEP ITURBI,MUSICO JOSE ITURBI
PL,51720,2597,M�SIC L�PEZ CHAVARRI,MUSICO LOPEZ CHAVARRI
C/,51810,1484,M�SIC PADILLA,MUSICO PADILLA
C/,51840,2352,M�SIC PENELLA,MUSICO PENELLA
C/,52020,1487,NADOR,NADOR
PL,52050,2441,N�POLS I SIC�LIA,NAPOLES Y SICILIA
C/,52080,1490,N�QUERA,NAQUERA
C/,52110,2558,NARC�S MONTURIOL,NARCISO MONTURIOL
C/,52260,1495,NAVARRA,NAVARRA
C/,52320,1497,NAVARRO CABANES,NAVARRO CABANES
C/,52410,1500,NAVAS DE TOLOSA,NAVAS DE TOLOSA
C/,52440,1501,NAU,NAVE
C/,52500,2534,NAVILI,NAVIO
C/,52620,1505,NICOLAU EST�VANEZ,NICOLAS ESTEVANEZ
C/,52680,1507,NEUS,NIEVES
PL,52710,1508,NI�OS DE SAN VICENTE,XIQUETS DE SANT VICENT
C/,52830,1512,NORD,NORTE
C/,52860,1513,NOVELDA,NOVELDA
C/,52890,1514,NOVETL�,NOVELE
C/,53070,1520,NOU D'OCTUBRE,NUEVE DE OCTUBRE
C/,5310,2479,AMURA,AMURA
PL,53130,1522,NULES,NULES
C/,53340,2305,BISBE JAUME P�REZ,OBISPO JAIME PEREZ
C/,53370,1527,BISBE SOLER,OBISPO SOLER
C/,5340,2480,�NCORA,ANCLA
C/,53490,1531,OLIVERA,OLIVO
C/,53550,2610,OLT�,OLTA
C/,53610,1536,ONDA,ONDA
AV,53640,3183,DOCTOR PESET ALEIXANDRE,DOCTOR PESET ALEIXANDRE
C/,53670,1538,ONTINYENT,ONTINYENT
C/,53700,2396,ORDE DEL CISTER,ORDEN DEL CISTER
PL,53910,1545,OROTAVA,OROTAVA
C/,540,14,ACTOR LLORENS,ACTOR LLORENS
C/,54010,2634,OSET,OSET
C/,54090,1551,OTUMBA,OTUMBA
C/,54180,1554,PADILLA,PADILLA
C/,54250,2663,PARE BARRANCO,PADRE BARRANCO
C/,54300,1558,PARE BENITO MENNI,PADRE BENITO MENNI
C/,54390,2384,PARE DAMI�,PADRE DAMIAN
C/,54540,1564,PARE FRANCISCO CAMACHO,PADRE FRANCISCO CAMACHO
C/,54570,1565,PARE FULLANA,PADRE FULLANA
PL,5460,165,�NGEL,ANGEL
C/,54630,1567,PARE JOFRE,PADRE JOFRE
C/,54660,1568,PARE LLU�S NAVARRO,PADRE LUIS NAVARRO
C/,54720,2853,PARE MUEDRA,PADRE MUEDRA
C/,54780,1571,PARE PEDRO VELASCO,PADRE PEDRO VELASCO
C/,54810,2535,PARE ESTEBAN PERNET,PADRE ESTEBAN PERNET
C/,5490,166,JURATS,JURADOS
C/,54930,1575,PARE SIM�,PADRE SIMO
C/,55020,1577,PADRE TOMAS SERRANO,null
C/,55110,1580,PARE VICENT,PADRE VICENT
C/,5520,2285,�NGEL CUSTODI,ANGEL CUSTODIO
C/,55200,1583,PALAU DE JUST�CIA,PALACIO DE JUSTICIA
C/,55230,1584,PALAFOX,PALAFOX
C/,55380,2818,OM,OLMO
C/,55560,1595,PALLETER,PALLETER
C/,55740,1600,PARRA,PARRA
C/,55770,1601,MOSS�N COBOS,PARROCO COBOS
C/,55860,3392,PARTICULAR (AV. DEL CID,PARTICULAR AV. CID 152
C/,56040,2599,PATATXO,PATACHE
C/,5610,2613,�NGELS,ANGELES
PL,56160,1611,PATRAIX,PATRAIX
C/,56250,1614,PAVIA,PAVIA
C/,56280,1615,DE LA PAU,PAZ
PG,56340,1617,PETXINA,PECHINA
C/,56580,2536,PERE JOAN NUNYES,PEDRO JUAN NU�EZ
C/,56640,1624,PERE MA�A,PEDRO MAZA
C/,56730,1629,PEDRO DE VALDIVIA,PEDRO DE VALDIVIA
C/,56740,2664,PERE DE VAL�NCIA,PEDRO DE VALENCIA
C/,56790,1630,PEGO,PEGO
C/,56940,1636,PEN�SCOLA,PE�ISCOLA
CTRA,5730,172,ANGUILA,ANGUILA
AV,57300,1647,P�REZ GALD�S,PEREZ GALDOS
C/,57390,1650,PERIODISTA BADIA,PERIODISTA BADIA
PL,57510,1651,PERIS,PERIS
C/,57570,2385,PERIS CELDA,PERIS CELDA
C/,57600,1653,PERIS MENCHETA,PERIS MENCHETA
AV,57630,1654,PERIS I VALERO,PERIS Y VALERO
C/,57810,1659,PES DE LA FARINA,PESO DE LA HARINA
C/,5790,174,ANNA,ANNA
PL,57930,1662,PICADOR DE DOSAIG�ES,PICADERO DE DOS AGUAS
C/,58080,1667,TEIDE,PICO DE TEIDE
C/,58200,1671,PILES,PILES
C/,58230,1672,PINEDA,PINEDA
C/,58320,1675,PINTOR AGRASSOT,PINTOR AGRASOT
C/,58410,2539,PINTOR CABRERA,PINTOR CABRERA
C/,58470,1679,PINTOR DALMAU,PINTOR DALMAU
C/,5850,176,ANTELLA,ANTELLA
C/,58500,1680,PINTOR DOMINGO,PINTOR DOMINGO
C/,58620,1683,PINTOR GARNELO,PINTOR GARNELO
C/,58650,1684,PINTOR GISBERT,PINTOR GISBERT
C/,58680,1685,PINTOR JOSEP MONGRELL,PINTOR JOSE MONGRELL
PG,58710,28,ALBEREDA,ALAMEDA
C/,58770,1687,PINTOR L�PEZ,PINTOR LOPEZ
C/,58890,2540,PINTOR MONLE�N,PINTOR MONLEON
C/,58980,1695,PINTOR ORRENTE,PINTOR ORRENTE
C/,59010,1693,PINTOR PARRA,PINTOR PARRA
C/,59040,2600,PINTOR PASQUAL CAPUZ,PINTOR PASCUAL CAPUZ
C/,5910,177,ANTONI JOAN,ANTONIO JUAN
PL,59220,1700,PINTOR SEGRELLES,PINTOR SEGRELLES
C/,59280,1702,PINTOR STOLZ,PINTOR STOLZ
C/,59430,1708,PIUS IX,PIO IX
AV,59610,1714,PLATA,PLATA
C/,5970,178,ANTONI PONZ,ANTONIO PONZ
C/,59700,1716,ARGENTERIES,PLATERIAS
C/,59760,2308,ARGENTER SU�REZ,PLATERO SUAREZ
C/,60,3,ABADIA DE SANT NICOLAU,ABADIA SAN NICOLAS
C/,60240,2431,POETA FERN�NDEZ HEREDIA,POETA FERNANDEZ HEREDIA
C/,60300,2543,POETA LIERN,POETA LIERN
PL,60360,1731,POETA LLORENTE,POETA LLORENTE
C/,60390,1732,POETA MARAGALL,POETA MARAGALL
C/,60420,2387,POETA MAS I ROS,POETA MAS Y ROS
C/,60450,1733,POETA MONMENEU,POETA MONMENEU
C/,60480,1734,POETA QUEROL,POETA QUEROL
C/,60600,1737,POLINY� DEL X�QUER,POLI�A
C/,60660,1738,POLO I PEYROL�N,POLO Y PEYROLON
C/,60810,1743,PONENT,PONIENTE
C/,61110,1751,PORTAL DE SANT JORDI,PORTILLO DE SAN JORGE
AV,61140,1752,PORTUGAL,PORTUGAL
C/,61170,1754,PERVINDRE,PORVENIR
C/,6120,183,ARABISTA RIBERA,ARABISTA RIBERA
C/,61200,1755,POTRIES,POTRIES
C/,61350,1760,POU,POZO
C/,61380,1761,PRESSEGUER,PRESEGUER
AV,61410,1762,PRIMAT REIG,PRIMADO REIG
PL,6150,184,SARAGOSSA,ZARAGOZA
C/,61500,1765,PR�NCEPS DE M�NACO,PRINCIPES DE MONACO
C/,61530,2544,PROA,PROA
C/,61560,1766,PR�IXIDA,PROCIDA
C/,61590,2388,PROFESSOR BELTR�N B�GUENA,PROFESOR BELTRAN BAGUENA
C/,61620,1767,PROGR�S,PROGRESO
C/,61680,1769,POBLA DEL DUC,POBLA DEL DUC
C/,61710,1770,POBLA DE FARNALS,POBLA DE FARNALS
C/,61830,2427,PORT DE L'ALBUFERA,PUERTO DE LA ALBUFERA
C/,61950,1777,PUR�SSIMA,PURISIMA
C/,61980,1778,PU�OL,PUZOL
C/,62010,1779,QUART,QUART
C/,62070,1781,QUEVEDO,QUEVEDO
PL,6210,186,ARBRE,ARBOL
C/,62130,2545,QUILLA,QUILLA
C/,62190,1784,RAFAEL ALBI�ANA,RAFAEL ALBI�ANA
C/,6240,2481,ARBORADURA,ARBOLADURA
C/,62580,1793,RAMELLETS,RAMILLETES
GV,62670,1796,RAMON I CAJAL,RAMON Y CAJAL
C/,62880,1800,RAMON MARQUET,RAMON MARQUET
PL,62910,1801,RAMON MUNTANER,RAMON MONTANER
C/,62970,1803,RAMON DE ROCAFULL,RAMON DE ROCAFULL
C/,630,16,ACTOR RIVELLES,ACTOR RIVELLES
C/,63030,1805,RASCANYA,RASCA�A
AV,63090,1807,REAL DE MADRID,REAL DE MADRID
C/,63120,1808,RECARED,RECAREDO
PL,63270,1815,REDONA,REDONDA
C/,63390,1819,REINA NA MARIA,REINA DO�A MARIA
C/,63420,1820,REIXES,REJAS
C/,6360,190,ARCHER I ANNE HUNTINGTON,ARCHER Y ANA HUNTINGTON
C/,63600,1826,REP�BLICA ARGENTINA,REPUBLICA ARGENTINA
C/,63630,1827,REP�BLICA DOMINICANA,REPUBLICA DOMINICANA
C/,63660,1828,REQUENA,REQUENA
C/,63690,2934,GINESTA,RETAMA
C/,63810,1832,REVEREND JOS� MAR�A PINAZO,REVERENDO JOSE MARIA PINAZO
C/,6390,191,ARXIDUC CARLES,ARCHIDUQUE CARLOS
C/,63990,3064,REI D'ARTIEDA,REY DE ARTIEDA
C/,64020,1837,REI EN JAUME,REY DON JAIME
C/,64050,1839,REI SAUD,REY SAUD
C/,64110,1840,RIBALTA,RIBALTA
C/,64140,1841,RIBA-ROJA,RIBARROJA
PL,6420,193,ARMADA ESPANYOLA,ARMADA ESPA�OLA
C/,64230,1843,RIBERA,RIBERA
C/,64470,859,CULTURA,CULTURA
C/,64510,2665,RIU BES�S,RIO BESOS
C/,64540,2636,RIU CABRIOL,RIO CABRIEL
C/,64560,2549,RIU DE LA S�NIA,RIO CENIA
C/,64570,2637,RIU EBRE,RIO EBRO
C/,64580,2639,RIU ESLA,RIO ESLA
C/,64590,1852,RIU ESCALONA,RIO ESCALONA
C/,64630,2640,RIU GENIL,RIO GENIL
PL,64640,3058,RIU LLOBREGAT,RIO LLOBREGAT
C/,64650,2604,RIU MINYO,RIO MI�O
C/,64670,2643,RIU ODIEL,RIO ODIEL
PL,64690,2691,RIU SEGURA,RIO SEGURA
C/,64720,2645,RIU SIL,RIO SIL
C/,64740,2296,RIOLA,RIOLA
C/,64780,2646,RIU TAJO,RIO TAJO
C/,64890,1857,ROCAFORT,ROCAFORT
C/,64980,1860,ROC�O,ROCIO
PL,65040,1862,RODRIGO BOTET,RODRIGO BOTET
C/,65100,1863,RODERIC D'OSONA,RODRIGO DE OSONA
C/,65130,1864,RODRIGO PERTEG�S,RODRIGO DE PERTEGAS
C/,65250,1866,ROGER LLORIA,ROGER DE LAURIA
C/,65280,1867,RO�S DE CORELLA,ROIS DE CORELLA
PL,65550,1876,RONCESVALLS,RONCESVALLES
C/,65790,1884,ROTEROS,ROTEROS
C/,65850,1886,RUAYA,RUAYA
C/,65880,2390,RUB�N DAR�O,RUBEN DARIO
C/,65970,1887,RUGAT,RUGAT
C/,66030,1889,RUIZ DE LIHORI,RUIZ DE LIHORY
C/,66090,1891,RUSSAFA,RUZAFA
C/,66240,1896,SAGRARI,SAGRARIO
C/,66330,1899,SAGUNT,SAGUNTO
PL,66360,2268,SAINETISTA ARNICHES,SAINETERO ARNICHES
C/,66390,1900,SALADO,SALADO
C/,66420,1901,SALAMANCA,SALAMANCA
C/,66540,1905,SALEM,SALEM
C/,66690,1910,SALINES,SALINAS
C/,66750,1912,SALV�,SALVA
C/,66780,1913,SALVADOR,SALVADOR
C/,66870,1916,SALVADOR GINER,SALVADOR GINER
C/,67020,1920,SALVADOR PERLES,SALVADOR PERLES
C/,67110,1922,SALVADOR TUSET,SALVADOR TUSET
PL,67260,1927,SANT AGUST�,SAN AGUSTIN
C/,67410,2702,RAFAEL TENES ESCRICH,RAFAEL TENES ESCRICH
C/,67470,1933,SANT CRIST�FOL,SAN CRISTOBAL
BARRI,67500,1934,SANT CRIST�FOL,SAN CRISTOBAL
C/,67530,1936,SANT DON�S,SAN DIONISIO
C/,67650,1940,SANT FERRAN,SAN FERNANDO
C/,67680,1941,SANT FRANCESC D'ASS�S,SAN FRANCISCO DE ASIS
C/,67710,1942,SANT FRANCESC DE BORJA,SAN FRANCISCO DE BORJA
C/,67740,1943,SANT FRANCESC DE PAULA,SAN FRANCISCO DE PAULA
C/,6780,202,ARQUITECTE MONLE�N,ARQUITECTO MONLEON
C/,67800,1947,SANT GUILLEM,SAN GUILLEM
C/,67860,1949,SANT ISIDRE,SAN ISIDRO
C/,67890,1950,SANT JACINT,SAN JACINTO
PL,67920,1951,SANT JAUME,SAN JAIME
C/,67950,2621,SANT XAVIER,SAN JAVIER
C/,6810,203,ARQUITECTE MORA,ARQUITECTO MORA
C/,68130,1956,SANT JOSEP DE CALASSAN�,SAN JOSE DE CALASANZ
C/,68280,1961,SANT JOAN BOSCO,SAN JUAN BOSCO
C/,68310,1962,SANT JOAN DE LA CREU,SAN JUAN DE LA CRUZ
C/,68340,1963,SANT JOAN DE D�U,SAN JUAN DE DIOS
C/,68370,1964,SANT JOAN DE LA PENYA,SAN JUAN DE LA PE�A
C/,68400,1965,SANT JOAN DE LA RIBERA,SAN JUAN DE RIBERA
PL,68460,1968,SANT LLOREN�,SAN LORENZO
PL,68550,1971,SANT LLU�S BERTRAN,SAN LUIS BELTRAN
C/,68580,1972,SANT MARCEL�L�,SAN MARCELINO
C/,68640,1974,SANT MATEU,SAN MATEO
C/,68670,1975,SANT MAURE,SAN MAURO
CAMI,68850,3432,SANT PAU,SAN PABLO
C/,68940,1984,SANT PERE,SAN PEDRO
PL,69000,1985,SANT NOLASC,SAN PEDRO NOLASCO
C/,69060,1987,SANT PIUS V,SAN PIO V
C/,69180,1992,SANT ROC,SAN ROQUE
C/,69270,2027,SANT VALERO,SAN VALERO
C/,6930,209,ART MAJOR DE LA SEDA,ARTE MAYOR DE LA SEDA
PL,69300,2028,SANT VICENT FERRER,SAN VICENTE FERRER
C/,69330,2029,SANT VICENT M�RTIR,SAN VICENTE MARTIR
C/,69450,1944,SANG,SANGRE
PL,69540,2734,SANT BULT,SANT BULT
C/,69690,1997,SANTA B�RBARA,SANTA BARBARA
PL,69780,1999,SANTA CREU,SANTA CRUZ
C/,69840,2001,SANTA ELENA,SANTA ELENA
C/,69930,2004,SANTA ISABEL,SANTA ISABEL
PL,69990,2006,SANTA MARGARIDA,SANTA MARGARITA
PL,70050,2008,SANTA M�NICA,SANTA MONICA
C/,70140,2012,SANTA ROSA,SANTA ROSA
C/,7020,213,ARTS I DELS OFICIS,ARTES Y OFICIOS
PL,70200,2014,SANTA �RSULA,SANTA URSULA
C/,70230,2009,SANTANDER,SANTANDER
C/,70290,2016,SANTIAGO GALAS,SANTIAGO GALAS
C/,70350,2391,SANTIAGO RUSI�OL,SANTIAGO RUSI�OL
C/,70470,2021,SANT CALZE,SANTO CALIZ
PL,70500,2608,SANT DOM�NEC DE GUZM�N,SANTO DOMINGO DE GUZMAN
C/,70560,2026,SANT TOM�S,SANTO TOMAS
C/,70650,2025,SANTS DE LA PEDRA,SANTOS DE LA PIEDRA
C/,70740,2032,SEDAV�,SEDAVI
C/,70780,2652,SEGART,SEGART
PL,7080,2438,ARTUR PIERA,ARTURO PIERA
C/,70800,2034,SOGORB,SEGORBE
C/,70860,2036,ANTIGA SENDA D'EN SENENT,ANTIGA SENDA SENENT
PL,70950,2039,SERRA,SERRA
C/,70980,2040,SERRA GROSSA,SERRAGROSA
PL,7110,214,ARQUEBISBE,ARZOBISPO
C/,71250,2049,SERRA MART�S,SIERRA MARTES
C/,71280,2050,SETAIG�ES,SIETE AGUAS
C/,71370,2052,SINARQUES,SINARCAS
C/,71400,2298,S�NDIC,SINDICO
C/,71460,2552,SIRENA,SIRENA
C/,71640,2060,SOLLANA,SOLLANA
C/,71700,2062,SONEIXA,SONEJA
C/,71880,2553,SOTAVENT,SOTAVENTO
C/,71910,2068,STELLA MARIS,STELLA MARIS
C/,720,2330,AGULLENT,AGULLENT
C/,7200,217,ARQUEBISBE FABI�N Y FUERO,ARZOBISPO FABIAN Y FUERO
C/,72000,2574,SUBMAR�,SUBMARINO
AV,72060,2072,SU�CIA,SUECIA
C/,72090,2073,SUMAC�RCER,SUMACARCEL
PL,72120,2074,TAVERNES DE LA VALLDIGNA,TAVERNES DE VALLDIGNA
C/,7230,218,ARQUEBISBE MAYORAL,ARZOBISPO MAYORAL
C/,72300,2080,TARAZONA,TARAZONA
C/,72360,2703,TAULA DE CANVIS,TAULA DE CANVIS
C/,72420,2082,TEATRE DE LA MARINA,TEATRE DE LA MARINA
C/,72450,2083,TEIXIDORS,TEJEDORES
C/,72540,2086,ADOBERIES,TENERIAS
C/,72660,2090,TERT�LIA,TERTULIA
C/,72690,2091,TEROL,TERUEL
PL,72720,2092,TETUAN,TETUAN
C/,72840,2095,TIRANT LO BLANCH,TIRANT LO BLANCH
AV,72870,2432,TIRSO DE MOLINA,TIRSO DE MOLINA
C/,72900,2096,TITAG�ES,TITAGUAS
C/,73020,2101,TOM�S DE VILARROYA,TOMAS DE VILLARROYA
C/,73170,2555,TORRE MA�ANA,TORRE MACANA
C/,73230,2106,TORREBLANCA,TORREBLANCA
C/,73320,2110,TORRES,TORRES
C/,73440,2114,TORRETA DE MIRAMAR,TORRETA DE MIRAMAR
C/,73470,2426,TORREVELLA,TORREVIEJA
C/,73590,2472,TRAINERA,TRAINERA
C/,73740,2121,TRANSITS,TRANSITS
C/,73890,2125,TRENC,TRENCH
AV,73920,2126,TRES CREUS,TRES CRUCES
C/,73950,2127,TRES FORQUES,TRES FORQUES
C/,74070,2130,TRINITARIS,TRINITARIOS
C/,7410,222,ASPIROZ,ASPIROZ
C/,74160,2132,TROIA,TROYA
C/,74190,2133,TUCUMAN,TUCUMAN
C/,74220,2134,TOIXA,TUEJAR
C/,74320,2668,ULISSES,ULISES
C/,74370,2139,UNIVERSITAT,UNIVERSIDAD
C/,7440,223,DRASSANES,ASTILLEROS
C/,74400,2140,URUGUAI,URUGUAY
C/,74430,2141,UTIEL,UTIEL
C/,74580,2149,VALL DE CRIST,VALL DE CRIST
AV,74650,2654,VALLADOLID,VALLADOLID
C/,7470,224,AST�RIES,ASTURIAS
C/,74760,2151,VALL DE LAGUAR,VALLE DE LAGUAR
PL,74790,2152,VANNES,VANNES
C/,74910,2157,VEL�ZQUEZ,VELAZQUEZ
C/,750,2315,AGUST�N LARA,AGUSTIN LARA
C/,75180,2869,BERBENA,VERBENA
C/,75210,2166,VERDUN,VERDUN
C/,75330,2170,VESTUARI,VESTUARIO
C/,75450,2174,VIANA,VIANA
C/,75600,2179,VICENT BALLESTER,VICENTE BALLESTER
C/,75630,2180,VICENT BRANCHAT,VICENTE BRANCHAT
C/,75690,2421,VICENT CANET,VICENTE CANET
C/,75870,2184,VICENT SANCHO TELLO,VICENTE SANCHO TELLO
AV,7590,229,AUSI�S MARCH,AUSIAS MARCH
C/,75900,2185,VICENT XIMENO,VICENTE XIMENO
PTGE,75990,2473,VIDAL (PTGE),VIDAL
C/,76080,2190,VELL DE LA PALLA,VIEJA DE LA PAJA
C/,76140,2192,VILANOVA I PIERA,VILANOVA Y PIERA
C/,76170,2193,VILARAGUT,VILARAGUT
C/,76260,2195,VILA JOIOSA,VILLAJOYOSA
C/,76410,2199,VILLAR DE L'ARQUEBISBE,VILLAR DEL ARZOBISPO
C/,76440,2200,VILA-REAL,VILLARREAL
C/,76470,2201,VILAVELLA,VILLAVIEJA
C/,76500,2202,VILLENA,VILLENA
C/,76520,2203,VINALESA,VINALESA
C/,76590,2205,VINAR�S,VINAROZ
PL,76650,2207,MARE DE D�U,VIRGEN
C/,76680,2208,MARE DE D�U D'AGRES,VIRGEN DE AGRES
PL,76740,2210,MARE DE D�U DE L'EMPAR,VIRGEN DEL AMPARO
C/,7680,232,AIELO DE RUGAT,AYELO DE RUGAT
PL,76800,2212,MARE DE D�U DEL CASTELL,VIRGEN DEL CASTILLO
C/,76830,2213,MARE DE D�U DELS DESEMPARATS,VIRGEN DE LOS DESAMPARADOS
PL,76980,2219,MARE DE D�U DE MONTIEL,VIRGEN DE MONTIEL
C/,77010,2216,MARE DE D�U DE LORETO,VIRGEN DE LORETO
C/,77130,2223,MARE DE D�U DE SALES,VIRGEN DE SALES
PL,77220,2226,MARE DE D�U DE VALLIVANA,VIRGEN DE VALLIVANA
C/,77280,2228,PARE TOSCA,PADRE TOSCA
C/,77310,2229,VIRU�S,VIRUES
C/,77370,2231,VISITACI�,VISITACION
C/,77430,2612,VIT�RIA,VITORIA
C/,77670,2240,ROSSINYOL,VUELTA DEL RUISE�OR
C/,77700,2241,XIM�NEZ DE SANDOVAL,XIMENEZ DE SANDOVAL
PL,77790,2244,X�QUER,XUQUER
C/,77850,2246,Y��EZ DE LA ALMEDINA,YA�EZ DE LA ALMEDINA
C/,77880,2560,IOT,YATE
C/,77940,2372,IECLA,YECLA
C/,78060,2249,ZAPATA,ZAPATA
C/,78150,2253,ZARRA,ZARRA
PL,78240,2256,TRETZE ROSES,TRECE ROSAS
C/,78300,2258,CRONISTA JERONI ZURITA,CRONISTA JERONIMO ZURITA
C/,7980,2483,BABORD,BABOR
C/,80040,2828,H�LIX,HELICE
C/,80050,2799,ADZENETA DEL MAESTRAT,ADZANETA
PL,80070,2802,AND�JAR,ANDUJAR
C/,80080,2685,VICENT CLAVEL,VICENTE CLAVEL
C/,8010,2569,BAEZA,BAEZA
C/,80100,2843,LLUCENA DEL CID,LUCENA DEL CID
PL,80120,2680,PINTOR ANDREU,PINTOR ANDREU
C/,80260,2885,TERESA DE COFRENTS,TERESA DE COFRENTES
PL,80280,2899,SEG�VIA,SEGOVIA
C/,80310,2841,LITERATURA,LITERATURA
C/,80320,2809,FOTOGRAFIA,FOTOGRAF�A
C/,80330,2832,ANTONIO BALLESTER VILASECA TONICO (ESCULTOR),ANTONIO BALLESTER VILASECA TONICO (ESCULTOR)
